"Sr"	"Locus.name"	"Minimum"	"Maximum"	"Product"	"Chromosome"	"Physical.Map.Position"	"Component.SSRs"	"Overlaps"	"Duplicates"
"4620"	"4620"	"isep0840"	"51441509"	"51441678"	"169"	"7"	"51.4415"	""	"Overlap with Xisep0821"	""
"4621"	"4621"	"cup55"	"51475032"	"51475275"	"243"	"7"	"51.4750"	""	""	""
"4628"	"4628"	"isep0826"	"51989646"	"51989847"	"201"	"7"	"51.9896"	"2 SSRs including that detected by SB4059"	"Overlap withSB4059"	""
"4633"	"4633"	"isep0811"	"52456606"	"52456802"	"196"	"7"	"52.4566"	""	"Overlap with Xisep0823"	""
"4634"	"4634"	"isep0823"	"52456662"	"52456810"	"148"	"7"	"52.4567"	""	"Overlap with Xisep0811"	""
"4637"	"4637"	"isep1239"	"52610591"	"52610823"	"232"	"7"	"52.6106"	""	""	""
"4659"	"4659"	"isep0837"	"55773845"	"55773954"	"109"	"7"	"55.7738"	""	""	""
"4661"	"4661"	"isep0820"	"55847580"	"55847780"	"200"	"7"	"55.8476"	""	""	""
"4662"	"4662"	"iabtp360"	"55970099"	"55970198"	"99"	"7"	"55.9701"	""	"Overlap with SB4094"	"Very similar to SB4094"
"4669"	"4669"	"mSbCIR246"	"56279712"	"56279812"	"100"	"7"	"56.2797"	""	""	""
"4673"	"4673"	"iabtp157"	"56624725"	"56625120"	"395"	"7"	"56.6247"	"includes 3 SSRs; +Xtxp092; +SB4107"	"Overlap with SB4107 and Xtxp092"	""
"4674"	"4674"	"txp092"	"56624773"	"56624941"	"168"	"7"	"56.6248"	"SSR segment included in SB1407 and Xiabtp157"	"Overlap with SB4107 and Xiabtp157"	""
"4681"	"4681"	"iabtp136"	"57051418"	"57051624"	"206"	"7"	"57.0514"	""	"Overlap with SB4113"	""
"4690"	"4690"	"isep0827"	"57316315"	"57316505"	"190"	"7"	"57.3163"	""	""	""
"4692"	"4692"	"cup70"	"57373537"	"57373686"	"149"	"7"	"57.3735"	""	""	""
"4694"	"4694"	"iabtp116"	"57437026"	"57437445"	"419"	"7"	"57.4370"	"2 SSRs including that detected by SB4125"	"Overlap with SB4125"	""
"4698"	"4698"	"iabtp123"	"57474493"	"57474781"	"288"	"7"	"57.4745"	""	"Overlap with SB4127"	""
"4700"	"4700"	"cup68"	"57633005"	"57633206"	"201"	"7"	"57.6330"	""	"18 bp overlap with SB4128"	""
"4705"	"4705"	"SbAGF06"	"57833582"	"57833751"	"169"	"7"	"57.8336"	"SSR segment included in SB4132"	"Overlap with SB4132"	""
"4714"	"4714"	"isep0828"	"58239097"	"58239292"	"195"	"7"	"58.2391"	""	""	""
"4715"	"4715"	"mSbCIR300"	"58286012"	"58286121"	"109"	"7"	"58.2860"	""	""	""
"4718"	"4718"	"iabtp200"	"58340388"	"58340577"	"189"	"7"	"58.3404"	"SSR segment included in SB4142"	"Overlap with SB4142"	""
"4720"	"4720"	"iabtp452"	"58395627"	"58395891"	"264"	"7"	"58.3956"	"2 SSRs including that detected by SB4143"	"Overlap with SB4142"	""
"4728"	"4728"	">SbPGP1Dw3"	"58612031"	"58614151"	"2120"	"7"	"58.6120"	""	""	""
"4732"	"4732"	">Svul_NADHIImalate"	"58933637"	"58936777"	"3140"	"7"	"58.9336"	""	""	""
"4733"	"4733"	">Svul_NADPmalatedehyd"	"58938731"	"58940320"	"1589"	"7"	"58.9387"	""	""	""
"4734"	"4734"	">Sverti_nadp_mdh gene"	"58940504"	"58940688"	"184"	"7"	"58.9405"	""	""	""
"4735"	"4735"	"isep1040"	"58946897"	"58947246"	"349"	"7"	"58.9469"	""	""	""
"4737"	"4737"	"isep0830"	"58977599"	"58977812"	"213"	"7"	"58.9776"	""	""	""
"4739"	"4739"	"cup19"	"59164490"	"59164714"	"224"	"7"	"59.1645"	""	""	""
"4742"	"4742"	"iabtp59"	"59278850"	"59278993"	"143"	"7"	"59.2789"	"SSR segment included in SB4159"	"Overlap with SB4159"	""
"4743"	"4743"	"isep0829"	"59431342"	"59431518"	"176"	"7"	"59.4313"	""	""	""
"4755"	"4755"	"isep0933"	"60154043"	"60154295"	"252"	"7"	"60.1540"	""	""	""
"4764"	"4764"	"iabtp122"	"60583761"	"60584009"	"248"	"7"	"60.5838"	""	""	""
"4769"	"4769"	"iabtp94"	"60695689"	"60695946"	"257"	"7"	"60.6957"	""	""	""
"4773"	"4773"	"isep0819"	"60883990"	"60884187"	"197"	"7"	"60.8840"	""	""	""
"4775"	"4775"	"iabtp26"	"60960929"	"60961017"	"88"	"7"	"60.9609"	""	""	""
"4781"	"4781"	"isep0834"	"61170501"	"61170683"	"182"	"7"	"61.1705"	""	""	""
"4782"	"4782"	"iabtp361"	"61171864"	"61172134"	"270"	"7"	"61.1719"	"2 SSRs including that detected by Xtxp295"	"Overlap with SB4197 and Xtxp295"	"Similar to SB4197"
"4784"	"4784"	"txp295"	"61171968"	"61172136"	"168"	"7"	"61.1720"	"SSR segment included in Xiabtp361 and SB4197"	"Overlap with Xiabtp361 and SB4197"	""
"4793"	"4793"	">OsMADS45"	"61409978"	"61410162"	"184"	"7"	"61.4100"	""	""	""
"4794"	"4794"	">TaMADS_Cds"	"61409986"	"61410162"	"176"	"7"	"61.4100"	""	""	""
"4797"	"4797"	"isep0833"	"61586699"	"61586907"	"208"	"7"	"61.5867"	""	""	""
"4817"	"4817"	"txp099"	"62486285"	"62486571"	"286"	"7"	"62.4863"	""	""	""
"4819"	"4819"	"SbAGB02"	"62506607"	"62506724"	"117"	"7"	"62.5066"	"SSR segment included in SB4230"	"Overlap with SB4230"	""
"4828"	"4828"	"isep0831"	"62911666"	"62911865"	"199"	"7"	"62.9117"	""	"Overlap with Xisep1226"	""
"4829"	"4829"	"isep1226"	"62911727"	"62911926"	"199"	"7"	"62.9117"	""	"Overlap with Xisep0831"	""
"4830"	"4830"	"isep0836"	"62912040"	"62912243"	"203"	"7"	"62.9120"	""	"17 bp overlap with Xisep0844 and Xisep0439"	"Not same as Xisep0439 and Xisep0844"
"4831"	"4831"	"isep0439"	"62912226"	"62912479"	"253"	"7"	"62.9122"	""	"Overlap with Xisep0836 and Xisep0844"	"Same as Xisep0844"
"4832"	"4832"	"isep0844"	"62912226"	"62912479"	"253"	"7"	"62.9122"	""	"Overlap with Xisep0836 and Xisep0439"	"Same as Xisep0439"
"4835"	"4835"	"isep0921"	"63007471"	"63007692"	"221"	"7"	"63.0075"	""	""	""
"4836"	"4836"	"cup09"	"63123088"	"63123356"	"268"	"7"	"63.1231"	""	""	""
"4848"	"4848"	"isep0842"	"63864023"	"63864180"	"157"	"7"	"63.8640"	""	""	""
"4850"	"4850"	"isep0704"	"63915746"	"63915948"	"202"	"7"	"63.9157"	""	""	""
"4868"	"4868"	"iabtp160"	"169738"	"169940"	"202"	"8"	"0.1697"	""	""	""
"4870"	"4870"	"isep1231"	"187053"	"187252"	"199"	"8"	"0.1871"	""	"Overlap with SB4277 and Xiabtp319"	"Similar to Xiabtp319"
"4871"	"4871"	"iabtp319"	"187053"	"187278"	"225"	"8"	"0.1871"	""	"Overlap with SB4277 and Xisep1231"	"Similar to Xisep1231"
"4874"	"4874"	">EF206346_ SbDES1"	"310759"	"311132"	"373"	"8"	"0.3108"	""	""	""
"4888"	"4888"	"isep1119"	"830436"	"830765"	"329"	"8"	"0.8304"	""	""	""
"4890"	"4890"	"iabtp332"	"880396"	"880623"	"227"	"8"	"0.8804"	""	"Overlap with SB4296"	""
"4906"	"4906"	"iabtp89"	"1534289"	"1534472"	"183"	"8"	"1.5343"	""	"Overlap with SB4311"	""
"4913"	"4913"	"isep0632"	"1868620"	"1868809"	"189"	"8"	"1.8686"	""	""	""
"4918"	"4918"	"txp483"	"2344964"	"2345206"	"242"	"8"	"2.3450"	""	""	""
"4922"	"4922"	"iabtp141"	"2482962"	"2483214"	"252"	"8"	"2.4830"	""	"Overlap with SB4328"	""
"4930"	"4930"	"isep1106"	"2789592"	"2789788"	"196"	"8"	"2.7896"	""	""	""
"4931"	"4931"	">Svulltp2"	"2795772"	"2796355"	"583"	"8"	"2.7958"	""	"Includes SSR frament of Xtxp134"	""
"4932"	"4932"	"txp134"	"2796285"	"2796493"	"208"	"8"	"2.7963"	""	"overlap with >Svulltp2 gene"	""
"4933"	"4933"	">Svul_ltp1"	"2803177"	"2803567"	"390"	"8"	"2.8032"	""	""	""
"4939"	"4939"	"txp047"	"2965436"	"2965699"	"263"	"8"	"2.9654"	""	""	""
"4945"	"4945"	"iabtp45"	"3092447"	"3092635"	"188"	"8"	"3.0924"	""	""	""
"4946"	"4946"	"SRSC11_008"	"3103862"	"3104835"	"973"	"8"	"3.1039"	""	""	""
"4949"	"4949"	"isep1102"	"3208126"	"3208306"	"180"	"8"	"3.2081"	""	""	""
"4950"	"4950"	"isep1114"	"3228930"	"3229140"	"210"	"8"	"3.2289"	""	""	""
"4953"	"4953"	"isep1150"	"3299651"	"3299860"	"209"	"8"	"3.2997"	""	""	""
"4954"	"4954"	"isep1110"	"3300801"	"3300986"	"185"	"8"	"3.3008"	""	""	""
"4962"	"4962"	">ZCN1"	"3572005"	"3573619"	"1614"	"8"	"3.5720"	""	""	""
"4963"	"4963"	">ZCN3"	"3572082"	"3572921"	"839"	"8"	"3.5721"	""	""	""
"4964"	"4964"	"SRSC12_001"	"3579620"	"3580113"	"493"	"8"	"3.5796"	""	"Overlap with SRSC12_001"	""
"4965"	"4965"	"SRSC12_012"	"3579627"	"3580109"	"482"	"8"	"3.5796"	""	"Overlap with SRSC12_012"	""
"4969"	"4969"	"iabtp310"	"3647509"	"3647720"	"211"	"8"	"3.6475"	""	"Overlap with SB4365"	""
"4970"	"4970"	"SRSC11_010"	"3666611"	"3667314"	"703"	"8"	"3.6666"	""	""	""
"4974"	"4974"	"isep1205"	"3877679"	"3877888"	"209"	"8"	"3.8777"	"2 SSRs including that detected by Xtxp028"	"Overlap with Xtxp028"	""
"4975"	"4975"	"txp028"	"3877755"	"3877877"	"122"	"8"	"3.8778"	"SSR segment included in Xisep1205"	"Overlap with Xisep1205"	""
"4987"	"4987"	"isep1206"	"4287767"	"4287963"	"196"	"8"	"4.2878"	"SSR segment included in SB4830"	"Overlap with SB4380"	""
"4992"	"4992"	"mSbCIR240"	"4467743"	"4467854"	"111"	"8"	"4.4677"	""	""	""
"4996"	"4996"	"SRSC12_023"	"4648571"	"4648963"	"392"	"8"	"4.6486"	""	""	""
"4999"	"4999"	"SRSC12_009"	"4708195"	"4708721"	"526"	"8"	"4.7082"	""	""	""
"5000"	"5000"	"isep1219"	"4712423"	"4712683"	"260"	"8"	"4.7124"	""	""	""
"5001"	"5001"	"SRSC12_010"	"4856768"	"4858291"	"1523"	"8"	"4.8568"	""	""	""
"5004"	"5004"	"cup47"	"5042735"	"5042983"	"248"	"8"	"5.0427"	""	"Overlap with SB4391"	"Similar to SB4391"
"5006"	"5006"	"isep0108"	"5077060"	"5077252"	"192"	"8"	"5.0771"	""	""	""
"5007"	"5007"	"SRSC12_019"	"5114890"	"5115264"	"374"	"8"	"5.1149"	""	""	""
"5010"	"5010"	"isep1112"	"5410101"	"5410334"	"233"	"8"	"5.4101"	""	""	""
"5016"	"5016"	"iabtp35"	"6024805"	"6025050"	"245"	"8"	"6.0248"	""	""	""
"5022"	"5022"	"iabtp415"	"6482142"	"6482543"	"401"	"8"	"6.4821"	""	""	""
"5025"	"5025"	"SRSC12_007"	"6662723"	"6663736"	"1013"	"8"	"6.6627"	""	""	""
"5034"	"5034"	"isep0547"	"7970766"	"7971008"	"242"	"8"	"7.9708"	""	""	""
"5039"	"5039"	"isep1217"	"10086711"	"10086912"	"201"	"8"	"10.0867"	""	""	""
"5053"	"5053"	"gpsb067"	"13744996"	"13745175"	"179"	"8"	"13.7450"	""	"Overlap with SB4442"	""
"5058"	"5058"	">ZCN20"	"15206987"	"15207216"	"229"	"8"	"15.2070"	""	""	""
"5060"	"5060"	"SRSC10_018"	"15439912"	"15440580"	"668"	"8"	"15.4399"	""	""	""
"5062"	"5062"	"iabtp487"	"16238759"	"16238997"	"238"	"8"	"16.2388"	""	"Overlap with Xiabtp525"	"Same as Xiabtp525"
"5063"	"5063"	"iabtp525"	"16238759"	"16238997"	"238"	"8"	"16.2388"	""	"Overlap with Xiabtp487"	"Same as Xiabtp487"
"5065"	"5065"	"iabtp349"	"19254395"	"19254692"	"297"	"8"	"19.2544"	""	"Overlap with SB4450"	""
"5072"	"5072"	"SRSC12_003"	"30539607"	"30540144"	"537"	"8"	"30.5396"	""	""	""
"5082"	"5082"	"iabtp394"	"38979807"	"38980136"	"329"	"8"	"38.9798"	"2 SSRs including that detected by SB4469"	"Overlap with SB4469"	""
"5088"	"5088"	"iabtp128"	"40328417"	"40328593"	"176"	"8"	"40.3284"	""	"Overlap with SB4475"	"Similar to SB4475"
"5092"	"5092"	"iabtp169"	"41381694"	"41381914"	"220"	"8"	"41.3817"	""	"Overlap with SB4478"	""
"5093"	"5093"	"isep1237"	"41706154"	"41706343"	"189"	"8"	"41.7062"	""	""	""
"5098"	"5098"	"SRSC12_024"	"43245611"	"43246002"	"391"	"8"	"43.2456"	""	""	""
"5103"	"5103"	"iabtp372"	"43447985"	"43448211"	"226"	"8"	"43.4480"	""	""	""
"5113"	"5113"	"iabtp354"	"45634735"	"45634894"	"159"	"8"	"45.6347"	"SSR segment included in SB4502"	"Overlap with SB4502"	""
"5115"	"5115"	"isep1240"	"45742087"	"45742215"	"128"	"8"	"45.7421"	""	""	""
"5116"	"5116"	"iabtp439"	"45773137"	"45773421"	"284"	"8"	"45.7731"	"2 SSRs including that detected by SB4503"	"Overlap with SB4503"	""
"5129"	"5129"	"isep1009"	"47391991"	"47392194"	"203"	"8"	"47.3920"	""	""	""
"5132"	"5132"	"iabtp320"	"47513029"	"47513192"	"163"	"8"	"47.5130"	""	""	""
"5138"	"5138"	"txp354"	"48205744"	"48205903"	"159"	"8"	"48.2057"	""	""	""
"5139"	"5139"	"SRSC12_005"	"48221410"	"48221736"	"326"	"8"	"48.2214"	""	""	""
"5142"	"5142"	"isep1230"	"48354820"	"48355054"	"234"	"8"	"48.3548"	""	""	""
"5144"	"5144"	"iabtp399"	"48490710"	"48490838"	"128"	"8"	"48.4907"	""	""	""
"5149"	"5149"	"isep1232"	"49031278"	"49031537"	"259"	"8"	"49.0313"	""	"19 bp overlap with Xisep1227"	""
"5150"	"5150"	"isep1227"	"49031518"	"49031647"	"129"	"8"	"49.0315"	""	"Small overlaps with Xisep1232 and Xisep1235"	""
"5151"	"5151"	"isep1235"	"49031629"	"49031881"	"252"	"8"	"49.0316"	""	"18 bp overlap with Xisep1227"	""
"5154"	"5154"	"iabtp318"	"49265568"	"49265817"	"249"	"8"	"49.2656"	""	"Overlap with SB4531"	""
"5159"	"5159"	"iabtp380"	"49448171"	"49448413"	"242"	"8"	"49.4482"	"2 SSRs including that detected by SB4536"	"Overlap with SB4536"	""
"5163"	"5163"	"mSbCIR222"	"49797568"	"49797681"	"113"	"8"	"49.7976"	""	""	""
"5176"	"5176"	"txp516"	"50400994"	"50401166"	"172"	"8"	"50.4010"	""	""	""
"5180"	"5180"	"txp018"	"50508528"	"50508758"	"230"	"8"	"50.5085"	""	"Overlap with Xtxp321"	""
"5181"	"5181"	"txp321"	"50508611"	"50508816"	"205"	"8"	"50.5086"	""	"Overlap with Xtxp018"	""
"5182"	"5182"	"mSbCIR304"	"50557331"	"50557449"	"118"	"8"	"50.5573"	""	""	""
"5185"	"5185"	"isep1236"	"50772257"	"50772455"	"198"	"8"	"50.7723"	""	""	""
"5188"	"5188"	"txp250"	"50999965"	"51000244"	"279"	"8"	"51.0000"	""	"Overlap with SB4563"	""
"5193"	"5193"	"cup21"	"51218779"	"51219037"	"258"	"8"	"51.2188"	""	""	""
"5194"	"5194"	"isep1233"	"51242809"	"51243008"	"199"	"8"	"51.2428"	""	""	""
"5205"	"5205"	"SRSC12_020"	"51608646"	"51609954"	"1308"	"8"	"51.6086"	""	""	""
"5207"	"5207"	"isep1134"	"51628773"	"51628971"	"198"	"8"	"51.6288"	""	""	""
"5217"	"5217"	"SRSC12_022"	"52134732"	"52136009"	"1277"	"8"	"52.1347"	""	""	""
"5220"	"5220"	"txp105"	"52281931"	"52282221"	"290"	"8"	"52.2819"	""	""	""
"5224"	"5224"	"txp144"	"52374991"	"52375314"	"323"	"8"	"52.3750"	""	""	""
"5238"	"5238"	"iabtp81"	"53403857"	"53403995"	"138"	"8"	"53.4039"	""	""	""
"5256"	"5256"	"isep1234"	"54027139"	"54027421"	"282"	"8"	"54.0271"	""	""	""
"5259"	"5259"	">AtVRN2"	"54085544"	"54085564"	"20"	"8"	"54.0855"	""	""	""
"5264"	"5264"	">ZmPSY2"	"54184141"	"54184401"	"260"	"8"	"54.1841"	""	""	""
"5269"	"5269"	"gap034"	"54565575"	"54565778"	"203"	"8"	"54.5656"	""	""	""
"5274"	"5274"	"isep1244"	"54793735"	"54793939"	"204"	"8"	"54.7937"	""	""	""
"5276"	"5276"	"iabtp50"	"54836427"	"54836717"	"290"	"8"	"54.8364"	""	""	""
"5279"	"5279"	"isep0215"	"54875516"	"54875728"	"212"	"8"	"54.8755"	""	""	""
"5282"	"5282"	"isep0932"	"55002699"	"55002822"	"123"	"8"	"55.0027"	""	""	""
"5289"	"5289"	"isep1243"	"55111560"	"55111719"	"159"	"8"	"55.1116"	""	""	""
"5290"	"5290"	"SRSC12_014"	"55172052"	"55172554"	"502"	"8"	"55.1721"	""	""	""
"5300"	"5300"	"isep1210"	"55395839"	"55396200"	"361"	"8"	"55.3958"	""	""	""
"5303"	"5303"	"isep0809"	"55439649"	"55439837"	"188"	"8"	"55.4396"	""	""	""
"5305"	"5305"	"txp289"	"24303"	"24592"	"289"	"9"	"0.0243"	""	""	""
"5317"	"5317"	"iabtp493"	"288192"	"288390"	"198"	"9"	"0.2882"	"SSR segment included in SB4683"	"Overlap with SB4683"	""
"5318"	"5318"	"isep0602"	"350674"	"350867"	"193"	"9"	"0.3507"	""	""	""
"5324"	"5324"	"iabtp112"	"554309"	"554569"	"260"	"9"	"0.5543"	""	"Overlap with SB4688"	""
"5333"	"5333"	"iabtp109"	"841733"	"841839"	"106"	"9"	"0.8417"	""	""	""
"5335"	"5335"	"iabtp535"	"895942"	"896236"	"294"	"9"	"0.8959"	""	""	""
"5337"	"5337"	"iabtp133"	"978470"	"978743"	"273"	"9"	"0.9785"	""	""	""
"5338"	"5338"	"iabtp412"	"1049285"	"1049386"	"101"	"9"	"1.0493"	""	""	""
"5343"	"5343"	"iabtp51"	"1185849"	"1186061"	"212"	"9"	"1.1858"	""	""	""
"5350"	"5350"	"txp358"	"1366902"	"1367167"	"265"	"9"	"1.3669"	""	""	""
"5370"	"5370"	"txp410"	"2167730"	"2167888"	"158"	"9"	"2.1677"	""	"Overlap with SB4732"	""
"5376"	"5376"	"iabtp417"	"2326049"	"2326280"	"231"	"9"	"2.3260"	""	""	""
"5379"	"5379"	"iabtp239"	"2342555"	"2342656"	"101"	"9"	"2.3426"	""	""	""
"5384"	"5384"	"isep1014"	"2591733"	"2591950"	"217"	"9"	"2.5917"	""	""	""
"5386"	"5386"	"iabtp277"	"2608378"	"2608547"	"169"	"9"	"2.6084"	""	""	""
"5389"	"5389"	"isep0509"	"2720035"	"2720248"	"213"	"9"	"2.7200"	""	""	""
"5394"	"5394"	"iabtp43"	"2962436"	"2962701"	"265"	"9"	"2.9624"	""	""	""
"5396"	"5396"	"txp412"	"2991933"	"2992096"	"163"	"9"	"2.9919"	"SSR segment included in SB4753"	"Overlap with SB4753"	""
"5403"	"5403"	"isep0506"	"3176613"	"3176821"	"208"	"9"	"3.1766"	""	""	""
"5404"	"5404"	"isep1238"	"3181982"	"3182231"	"249"	"9"	"3.1820"	""	"Overlap with SB4761"	"Similar to SB4761"
"5417"	"5417"	"iabtp307"	"3672045"	"3672343"	"298"	"9"	"3.6720"	""	"Overlap with SB4774"	""
"5419"	"5419"	">AtVIN3"	"4034650"	"4034676"	"26"	"9"	"4.0347"	""	""	""
"5423"	"5423"	"txp287"	"4242503"	"4242867"	"364"	"9"	"4.2425"	""	""	""
"5426"	"5426"	"txp411"	"4361357"	"4361519"	"162"	"9"	"4.3614"	"2 SSRs including that detected by SB4782"	"Overlap with SB4782"	""
"5432"	"5432"	"iabtp189"	"4440241"	"4440397"	"156"	"9"	"4.4402"	""	""	""
"5433"	"5433"	"iabtp103"	"4491997"	"4492248"	"251"	"9"	"4.4920"	""	""	""
"5439"	"5439"	"isep0550"	"5060154"	"5060345"	"191"	"9"	"5.0602"	"SSR segment included in SB4794"	"Overlap with SB4794"	""
"5446"	"5446"	"isep0945"	"5697881"	"5698050"	"169"	"9"	"5.6979"	""	""	""
"5447"	"5447"	"isep0816"	"5700305"	"5700530"	"225"	"9"	"5.7003"	""	""	""
"5451"	"5451"	"gap015"	"6113378"	"6113510"	"132"	"9"	"6.1134"	"SSR segment included in SB4803"	"Overlap with SB4803"	""
"5458"	"5458"	"txp527"	"7117341"	"7117537"	"196"	"9"	"7.1173"	""	""	""
"5460"	"5460"	"isep0546"	"7184999"	"7185206"	"207"	"9"	"7.1850"	""	""	""
"5461"	"5461"	"isep0502"	"7223271"	"7223468"	"197"	"9"	"7.2233"	""	""	""
"5464"	"5464"	"iabtp425"	"7602930"	"7603121"	"191"	"9"	"7.6029"	"SSR segment included in SB4814"	"Overlap with SB4814"	""
"5468"	"5468"	"cup02"	"8143589"	"8143786"	"197"	"9"	"8.1436"	""	""	""
"5472"	"5472"	"isep1241"	"8363532"	"8363714"	"182"	"9"	"8.3635"	""	""	""
"5473"	"5473"	"isep0530"	"8364915"	"8365123"	"208"	"9"	"8.3649"	""	""	""
"5475"	"5475"	"iabtp174"	"9070454"	"9070712"	"258"	"9"	"9.0705"	""	""	""
"5500"	"5500"	"isep0501"	"15045892"	"15046091"	"199"	"9"	"15.0459"	""	"Overlap with Xisep0520"	""
"5501"	"5501"	"isep0520"	"15045941"	"15046129"	"188"	"9"	"15.0459"	""	"Overlap with Xisep0501"	""
"5507"	"5507"	"isep0521"	"22414652"	"22414764"	"112"	"9"	"22.4147"	""	""	""
"5521"	"5521"	"isep0528"	"42749842"	"42750039"	"197"	"9"	"42.7498"	""	""	""
"5523"	"5523"	"isep1020"	"43022857"	"43023064"	"207"	"9"	"43.0229"	""	""	""
"5525"	"5525"	"iabtp367"	"43157210"	"43157387"	"177"	"9"	"43.1572"	""	""	""
"5530"	"5530"	"txp324"	"45090463"	"45090653"	"190"	"9"	"45.0905"	""	""	""
"5539"	"5539"	"isep0518"	"46941649"	"46941861"	"212"	"9"	"46.9416"	""	""	""
"5540"	"5540"	"iabtp301"	"46943056"	"46943316"	"260"	"9"	"46.9431"	""	"Overlap with SB4895"	""
"5547"	"5547"	"isep0523"	"47373190"	"47373407"	"217"	"9"	"47.3732"	""	""	""
"5550"	"5550"	"txp010"	"47916681"	"47916825"	"144"	"9"	"47.9167"	""	""	""
"5551"	"5551"	"iabtp96"	"47953772"	"47953931"	"159"	"9"	"47.9538"	""	"Overlap with SB4904"	""
"5559"	"5559"	"iabtp145"	"48469023"	"48469257"	"234"	"9"	"48.4690"	""	""	""
"5562"	"5562"	"isep0539"	"48763088"	"48763282"	"194"	"9"	"48.7631"	""	""	""
"5567"	"5567"	"isep0525"	"49164125"	"49164328"	"203"	"9"	"49.1641"	""	"Overlap with SB4918"	""
"5570"	"5570"	"iabtp181"	"49370063"	"49370329"	"266"	"9"	"49.3701"	""	""	""
"5581"	"5581"	"isep1044"	"50085650"	"50085888"	"238"	"9"	"50.0857"	""	""	""
"5584"	"5584"	"isep0527"	"50172792"	"50173011"	"219"	"9"	"50.1728"	""	""	""
"5587"	"5587"	"isep0808"	"50293821"	"50294013"	"192"	"9"	"50.2938"	""	""	""
"5590"	"5590"	"iabtp321"	"50570773"	"50571000"	"227"	"9"	"50.5708"	""	"Overlap with SB4938"	""
"5614"	"5614"	"iabtp475"	"52170917"	"52171186"	"269"	"9"	"52.1709"	""	"Overlap with SB4963"	""
"5618"	"5618"	"isep0517"	"52299455"	"52299806"	"351"	"9"	"52.2995"	"2 SSRs including that detected by Xisep0516"	"Overlap with Xisep0516"	""
"5619"	"5619"	"isep0516"	"52299669"	"52299831"	"162"	"9"	"52.2997"	"SSR segment included in Xisep0517"	"Overlap with Xisep0517"	""
"5624"	"5624"	"isep0538"	"52672782"	"52672980"	"198"	"9"	"52.6728"	""	""	""
"5634"	"5634"	"SRSC12_004"	"53237062"	"53237323"	"261"	"9"	"53.2371"	""	""	""
"5641"	"5641"	"isep0512"	"53509228"	"53509451"	"223"	"9"	"53.5092"	""	""	""
"5642"	"5642"	"PRSC1_013"	"53518323"	"53518757"	"434"	"9"	"53.5183"	""	""	"Similar to PRSC1_018"
"5643"	"5643"	"PRSC1_018"	"53518323"	"53518757"	"434"	"9"	"53.5183"	""	""	"Similar to PRSC1_013"
"5649"	"5649"	"gpsb079"	"54008360"	"54008509"	"149"	"9"	"54.0084"	""	""	""
"5657"	"5657"	"iabtp315"	"54294015"	"54294301"	"286"	"9"	"54.2940"	""	""	""
"5661"	"5661"	"iabtp387"	"54529840"	"54530028"	"188"	"9"	"54.5298"	"SSR segment included in SB5001"	"Overlap with SB5001"	""
"5666"	"5666"	"iabtp407"	"54798846"	"54798970"	"124"	"9"	"54.7988"	""	"Overlap with SB5005"	"Similar to SB5005"
"5668"	"5668"	"iabtp154"	"54839348"	"54839533"	"185"	"9"	"54.8393"	""	"Overlap with SB5007"	""
"5671"	"5671"	">Bx7"	"55039580"	"55039633"	"53"	"9"	"55.0396"	""	""	""
"5673"	"5673"	"gap032"	"55087470"	"55087649"	"179"	"9"	"55.0875"	""	"Overlap with SB5010"	""
"5674"	"5674"	">ZCN8"	"55149879"	"55150960"	"1081"	"9"	"55.1499"	""	""	""
"5675"	"5675"	">ZCN7"	"55149945"	"55150731"	"786"	"9"	"55.1499"	""	""	""
"5677"	"5677"	"iabtp105"	"55241832"	"55242037"	"205"	"9"	"55.2418"	""	"Overlap with SB5013"	"Similar to SB5013"
"5684"	"5684"	"isep1245"	"55477714"	"55477916"	"202"	"9"	"55.4777"	""	""	""
"5691"	"5691"	"isep1135"	"55977367"	"55977559"	"192"	"9"	"55.9774"	""	""	""
"5694"	"5694"	"iabtp536"	"56097293"	"56097592"	"299"	"9"	"56.0973"	""	"Overlap with SB5027"	""
"5696"	"5696"	"isep0534"	"56136903"	"56137081"	"178"	"9"	"56.1369"	""	""	""
"5707"	"5707"	"isep0532"	"56665403"	"56665513"	"110"	"9"	"56.6654"	""	""	""
"5712"	"5712"	"isep0536"	"56885102"	"56885306"	"204"	"9"	"56.8851"	""	""	""
"5725"	"5725"	"isep0544"	"57219597"	"57219839"	"242"	"9"	"57.2196"	""	""	""
"5729"	"5729"	"isep0529"	"57388321"	"57388567"	"246"	"9"	"57.3883"	"2 SSRs including that detected by Xisep0531"	"Overlap with Xisep0531 and Xisep0548"	""
"5730"	"5730"	"isep0531"	"57388421"	"57388577"	"156"	"9"	"57.3884"	"SSR segment included in Xisep0529"	"Overlap with Xisep0529 and Xisep0548"	""
"5731"	"5731"	"isep0548"	"57388558"	"57388780"	"222"	"9"	"57.3886"	""	"Small overlaps with Xisep0529 and Xisep0531"	""
"5738"	"5738"	"isep0545"	"57659193"	"57659386"	"193"	"9"	"57.6592"	""	""	""
"5742"	"5742"	"txp107"	"57912981"	"57913261"	"280"	"9"	"57.9130"	""	""	""
"5743"	"5743"	"isep0549"	"57975306"	"57975518"	"212"	"9"	"57.9753"	""	""	""
"5744"	"5744"	"isep0533"	"57978188"	"57978603"	"415"	"9"	"57.9782"	""	""	""
